customer_number,usia,pekerjaan,status_perkawinan,pendidikan,gagal_bayar_sebelumnya,pinjaman_rumah,pinjaman_pribadi,jenis_kontak,bulan_kontak_terakhir,hari_kontak_terakhir,jumlah_kontak_kampanye_ini,hari_sejak_kontak_sebelumnya,jumlah_kontak_sebelumnya,hasil_kampanye_sebelumnya,tingkat_variasi_pekerjaan,indeks_harga_konsumen,indeks_kepercayaan_konsumen,suku_bunga_euribor_3bln,jumlah_pekerja,pulau,berlangganan_deposito,high_rate_flag,job_sector
793041,36,8,0,4,0,0,0,0,8,1,2,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,3,0,1,0
713040,39,2,0,3,1,1,0,1,2,2,8,999,0,0,1.1,93.994,-36.4,4.857,5191.0,5,0,1,1
531635,38,1,0,4,0,1,0,0,2,2,6,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,7,0,0,0
251856,35,3,0,6,0,1,0,0,3,1,3,999,0,0,-1.7,94.055,-39.8,0.754,4991.6,6,0,0,0
592444,30,0,0,4,0,1,0,0,2,2,5,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,7,0,0,0
357596,47,0,0,6,0,0,1,1,8,3,1,999,0,0,-0.1,93.2,-42.0,4.663,5195.8,0,0,1,0
800733,55,3,0,5,0,1,0,0,8,3,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0
535948,36,5,1,3,1,1,1,0,2,4,3,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,3,0,0,2
200397,53,0,0,4,0,0,0,0,4,2,1,999,1,1,-2.9,92.469,-33.6,1.044,5076.2,0,1,0,0
652299,42,1,0,5,0,1,1,1,8,1,3,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,2,0,1,0
321566,28,2,0,2,1,1,0,1,3,1,5,999,0,0,1.4,94.465,-41.8,4.96,5228.1,4,0,1,1
438206,35,1,1,5,0,1,1,0,5,3,4,999,0,0,1.4,93.444,-36.1,4.964,5228.1,3,0,1,0
685096,57,8,0,7,1,0,0,0,4,4,4,999,0,0,1.4,93.918,-42.7,4.958,5228.1,1,0,1,0
568063,34,0,0,4,0,0,0,0,8,2,3,999,1,1,-0.1,93.2,-42.0,4.153,5195.8,6,0,1,0
356522,68,10,0,4,0,0,0,0,8,1,2,999,1,1,-3.4,92.649,-30.1,0.714,5017.5,6,1,0,2
575575,39,3,1,3,0,1,0,0,8,1,3,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,7,0,1,0
212826,24,0,1,5,0,1,0,0,4,1,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1,0,1,0
629550,26,6,0,4,0,2,2,0,4,3,6,999,0,0,1.4,93.918,-42.7,4.962,5228.1,3,0,1,1
575514,35,7,0,6,0,0,0,0,4,4,2,999,0,0,1.4,93.918,-42.7,4.958,5228.1,6,1,1,0
234696,75,10,0,7,0,0,0,0,6,2,1,999,1,1,-3.4,92.379,-29.8,0.788,5017.5,3,1,0,2
203897,67,10,0,6,0,0,0,0,5,2,1,999,1,1,-2.9,92.201,-31.4,0.883,5076.2,6,0,0,2
689273,31,1,1,5,0,0,0,0,5,3,2,999,0,0,1.4,93.444,-36.1,4.967,5228.1,5,0,1,0
795177,49,4,0,5,0,1,0,1,4,4,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,6,0,1,1
425683,43,1,0,5,0,0,0,1,2,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,3,0,1,0
110155,46,3,0,3,0,1,0,1,2,3,1,999,0,0,-1.8,93.876,-40.0,0.672,5008.7,3,0,0,0
458690,33,2,0,1,1,0,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,4,0,1,1
913835,42,0,0,6,0,0,0,0,5,2,2,999,0,0,1.4,93.444,-36.1,4.968,5228.1,4,0,1,0
480711,34,3,1,6,0,0,0,0,4,4,13,999,0,0,1.4,93.918,-42.7,4.968,5228.1,1,0,1,0
102460,29,1,1,4,0,0,0,0,4,4,29,999,0,0,1.4,93.918,-42.7,4.962,5228.1,7,0,1,0
971186,54,3,2,6,0,1,1,0,2,3,2,999,1,1,-1.8,92.893,-46.2,1.334,5099.1,2,0,0,0
204372,33,0,1,6,0,0,0,0,5,5,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,5,0,1,0
670822,26,0,1,6,0,1,0,0,4,5,2,999,0,0,1.4,93.918,-42.7,4.957,5228.1,2,0,1,0
724243,37,2,0,3,0,2,2,1,3,4,4,999,0,0,1.4,94.465,-41.8,4.866,5228.1,5,0,1,1
321251,34,0,1,6,0,0,0,1,3,2,32,999,0,0,1.4,94.465,-41.8,4.864,5228.1,4,0,1,0
841899,28,6,0,7,0,0,0,1,2,3,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,1,0,1,1
765924,33,0,0,4,0,0,0,0,8,4,4,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,5,0,1,0
708878,26,0,1,4,0,0,0,1,3,1,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,2,0,1,0
203825,35,11,0,3,0,1,1,1,2,4,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,5,0,1,2
227192,44,3,0,4,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,1,0,1,0
446117,57,0,2,3,1,0,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,5,0,1,0
424554,24,0,1,4,0,0,0,1,4,3,6,999,0,0,1.4,93.918,-42.7,4.957,5228.1,7,0,1,0
807830,27,2,1,3,0,1,0,1,3,1,12,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,1
112885,37,2,0,1,1,1,0,0,2,1,1,999,2,1,-1.8,92.893,-46.2,1.244,5099.1,3,0,0,1
594899,37,1,0,6,0,1,1,0,2,5,1,999,0,0,-1.8,92.893,-46.2,1.259,5099.1,5,0,0,0
656537,47,2,0,3,0,1,0,0,2,5,2,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,6,0,0,1
458329,44,1,0,5,0,0,0,0,2,1,6,999,1,1,-1.8,92.893,-46.2,1.299,5099.1,0,0,0,0
675483,38,0,1,4,0,1,1,0,8,4,4,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,4,0,1,0
292835,45,1,0,3,0,0,0,0,2,5,3,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,7,0,0,0
871239,24,7,1,5,0,1,0,0,4,1,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1,0
625154,38,3,1,6,0,1,0,1,3,4,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,6,0,1,0
272973,22,2,1,7,1,0,0,0,4,1,3,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1,0,1,1
464476,34,6,0,4,0,1,0,0,2,5,3,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,5,0,0,1
587450,21,2,1,3,0,0,0,0,2,1,2,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,7,0,0,1
897153,42,1,0,5,0,0,0,0,2,1,1,999,0,0,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,0
152959,59,10,0,7,0,0,0,0,5,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,2,0,1,2
840072,40,0,1,6,0,1,0,0,4,2,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1,0,1,0
254634,38,7,0,5,0,0,0,0,8,4,1,999,1,1,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0
952893,25,2,1,1,0,0,0,1,2,5,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,1
829007,29,1,0,6,0,0,1,0,4,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,5,0,1,0
298443,53,4,0,1,1,1,0,1,5,4,7,999,0,0,1.4,93.444,-36.1,4.962,5228.1,1,0,1,1
464581,51,6,0,4,0,2,2,1,3,5,5,999,0,0,1.4,94.465,-41.8,4.947,5228.1,1,0,1,1
311914,46,1,2,5,0,0,0,0,5,4,15,999,0,0,1.4,93.444,-36.1,4.962,5228.1,1,0,1,0
113691,37,1,1,5,0,1,0,0,5,4,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,3,0,1,0
439224,37,6,2,3,0,0,0,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,0,1,1
226425,34,2,0,2,1,1,1,0,8,3,2,999,1,1,-0.1,93.2,-42.0,4.12,5195.8,4,0,1,1
805830,51,2,2,1,0,0,0,1,3,1,2,999,0,0,1.4,94.465,-41.8,4.96,5228.1,5,0,1,1
835337,34,1,1,6,0,0,0,0,2,2,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1,1,0,0
843746,35,7,1,6,0,0,1,0,8,3,1,3,1,2,-0.1,93.2,-42.0,4.12,5195.8,5,0,1,0
133717,41,1,0,5,1,0,0,1,2,1,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,5,0,1,0
466433,33,3,0,6,0,0,0,1,3,1,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0
833808,33,2,2,3,0,1,1,0,2,5,3,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,4,0,0,1
625124,40,3,0,6,0,2,2,1,3,1,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0
979348,35,0,0,4,0,1,1,0,3,2,1,999,1,1,-2.9,92.963,-40.8,1.262,5076.2,6,0,0,0
632388,46,2,0,1,1,0,0,1,3,3,1,999,0,0,1.4,94.465,-41.8,4.962,5228.1,6,0,1,1
504119,45,0,0,4,0,1,0,0,8,1,1,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,5,0,1,0
636224,37,2,0,3,0,0,0,1,2,5,1,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,7,0,0,1
950974,46,2,0,1,1,1,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,3,0,1,1
344183,39,2,0,3,0,1,0,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.483,5099.1,7,0,0,1
825276,52,1,0,5,0,1,0,0,5,4,3,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1,0,1,0
479151,25,0,1,6,0,0,0,0,9,5,2,999,0,0,-3.0,92.713,-33.0,0.718,5023.5,3,0,0,0
406517,37,1,0,4,0,1,0,1,3,2,3,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0
436586,31,0,0,6,0,1,0,0,2,3,2,3,1,2,-1.8,92.893,-46.2,1.27,5099.1,4,0,0,0
529771,39,3,2,6,0,1,0,0,8,4,6,999,1,1,-0.1,93.2,-42.0,4.076,5195.8,1,0,1,0
462857,28,2,1,3,0,0,0,1,4,3,16,999,0,0,1.4,93.918,-42.7,4.962,5228.1,7,0,1,1
647482,47,2,0,1,1,1,0,0,2,1,1,999,1,1,-1.8,92.893,-46.2,1.299,5099.1,6,0,0,1
365070,29,8,1,6,0,0,0,1,3,3,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,3,0,1,0
240985,42,8,0,6,0,1,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,2,0,1,0
172069,51,8,0,3,0,1,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,7,0,1,0
641050,37,8,2,4,1,0,0,0,4,3,3,999,0,0,1.4,93.918,-42.7,4.957,5228.1,3,0,1,0
634552,42,10,2,0,0,0,0,0,5,3,4,999,0,0,-2.9,92.201,-31.4,0.834,5076.2,4,0,0,2
667551,41,2,0,3,1,1,0,1,3,5,1,999,0,0,1.4,94.465,-41.8,4.967,5228.1,4,0,1,1
960174,42,2,0,1,1,0,0,1,3,4,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,1
928120,34,0,1,4,0,1,0,0,4,5,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,1,0,1,0
715618,41,8,0,1,0,1,0,1,4,5,2,999,0,0,1.4,93.918,-42.7,4.959,5228.1,6,0,1,0
630991,50,9,0,4,1,1,0,0,5,3,2,999,0,0,1.4,93.444,-36.1,4.967,5228.1,2,0,1,2
127606,28,0,0,4,0,1,0,0,2,3,3,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,1,0,0,0
409603,53,1,0,5,0,1,0,0,5,4,1,999,0,0,-2.9,92.201,-31.4,0.883,5076.2,1,0,0,0
476624,29,0,1,6,0,1,0,0,5,3,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1,0,1,0
948574,36,1,0,5,0,1,0,0,2,1,5,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,6,0,0,0
370197,46,2,0,2,0,1,1,0,5,2,12,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1,0,1,1
266602,44,0,0,6,0,0,0,1,2,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1,0,1,0
642524,60,1,2,5,1,1,0,1,2,3,6,999,0,0,1.1,93.994,-36.4,4.858,5191.0,7,0,1,0
109611,32,1,1,7,0,1,1,0,2,5,2,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,3,0,0,0
596969,32,2,2,5,0,1,0,0,4,5,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,3,0,1,1
502431,41,0,1,5,0,1,1,0,1,5,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,5,0,0,0
443399,48,1,0,5,0,0,0,0,8,5,6,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,7,0,1,0
840286,34,2,0,3,0,0,0,0,2,3,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,6,0,0,1
701028,35,1,1,5,0,1,0,0,5,3,6,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,0,1,0
678900,40,6,0,3,1,0,0,0,4,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,3,0,1,1
595275,32,1,0,5,0,1,0,0,1,3,2,999,0,0,-1.8,93.075,-47.1,1.498,5099.1,7,0,0,0
878646,45,0,0,6,1,1,0,1,2,2,6,999,0,0,1.1,93.994,-36.4,4.857,5191.0,2,0,1,0
407600,30,2,0,3,0,1,0,0,2,1,1,999,1,1,-1.8,92.893,-46.2,1.299,5099.1,4,0,0,1
982749,35,0,0,6,0,1,0,0,6,3,2,18,2,1,-1.1,94.199,-37.5,0.886,4963.6,4,0,0,0
939455,44,0,0,4,1,1,0,0,5,5,3,999,0,0,1.4,93.444,-36.1,4.966,5228.1,7,0,1,0
441454,47,0,0,4,0,1,1,0,5,4,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,6,0,1,0
576980,22,6,1,5,0,1,1,0,6,2,1,3,2,2,-3.4,92.379,-29.8,0.755,5017.5,6,1,0,1
770233,32,1,0,5,0,0,0,0,2,3,2,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,4,0,0,0
944137,44,2,0,1,0,1,0,1,2,4,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,4,0,1,1
505562,42,3,0,4,0,1,0,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1,0,1,0
365598,41,1,0,5,0,0,1,0,5,4,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,4,0,1,0
821015,35,8,0,6,0,0,0,1,3,5,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0
714455,48,2,0,7,1,2,2,0,5,4,3,999,0,0,1.4,93.444,-36.1,4.968,5228.1,7,0,1,1
957673,68,10,0,1,0,1,0,0,3,4,2,999,1,1,-1.7,94.055,-39.8,0.742,4991.6,3,0,0,2
609312,33,8,0,6,0,0,1,1,3,4,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,4,0,1,0
246974,41,6,0,3,0,1,0,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,6,0,1,1
318982,25,2,1,4,0,1,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,7,0,1,1
316893,32,2,0,2,0,1,0,0,8,2,3,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,1,1
733455,41,2,0,3,0,0,1,1,3,4,2,999,0,0,1.4,94.465,-41.8,4.866,5228.1,2,0,1,1
363668,54,1,0,6,0,0,0,0,8,2,2,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,5,0,1,0
441095,37,0,1,6,0,1,0,0,5,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,4,0,1,0
237091,55,6,2,4,1,1,1,0,4,2,7,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1,0,1,1
917136,48,6,2,4,0,1,1,0,1,1,2,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,3,0,0,1
891584,42,8,2,5,0,1,0,0,2,2,2,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,3,0,0,0
205694,85,10,2,1,1,1,0,0,9,1,3,6,1,2,-3.0,92.713,-33.0,0.715,5023.5,3,1,0,2
806804,49,0,0,4,1,0,0,0,1,1,1,6,1,2,-1.8,93.749,-34.6,0.642,5008.7,2,0,0,0
668438,54,2,0,1,1,1,0,0,5,3,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1,0,1,1
801010,51,6,0,4,1,0,0,1,2,3,1,999,0,0,1.1,93.994,-36.4,4.858,5191.0,2,0,1,1
935441,29,1,1,4,0,1,1,0,8,5,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,6,0,1,0
156387,42,3,1,6,0,0,0,0,7,1,1,6,1,2,-3.4,92.431,-26.9,0.743,5017.5,6,0,0,0
954048,44,3,0,6,1,1,0,0,4,4,15,999,0,0,1.4,93.918,-42.7,4.968,5228.1,3,0,1,0
813325,38,6,2,4,0,0,0,0,4,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,7,0,1,1
563593,36,0,0,6,0,1,0,1,3,1,1,999,0,0,1.4,94.465,-41.8,4.96,5228.1,6,0,1,0
346482,35,0,1,6,0,0,0,0,5,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,6,0,1,0
353493,23,2,1,4,0,1,0,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,1,1,1
982668,21,5,1,4,0,0,0,0,3,4,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,5,1,0,2
358062,36,2,0,4,1,1,0,0,4,1,4,999,0,0,1.4,93.918,-42.7,4.96,5228.1,6,0,1,1
525058,80,10,0,1,0,0,0,0,5,3,4,999,0,0,-2.9,92.201,-31.4,0.854,5076.2,4,0,0,2
416475,37,0,0,6,0,0,0,0,4,2,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,7,0,1,0
235709,58,3,0,6,0,1,0,0,2,2,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,4,1,0,0
556144,56,4,0,1,0,0,0,1,3,3,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,3,0,1,1
213274,36,0,2,6,0,1,0,0,5,3,2,999,0,0,-2.9,92.201,-31.4,0.879,5076.2,5,0,0,0
992964,26,1,0,5,0,0,0,0,4,1,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1,0
435926,44,3,0,4,1,0,0,0,4,1,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,2,0,1,0
310761,46,0,0,6,0,1,1,0,5,4,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,2,0,1,0
234350,41,0,0,3,1,0,0,0,4,5,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,6,0,1,0
868088,35,2,0,4,0,1,1,0,4,1,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,7,0,1,1
405748,40,0,0,6,0,0,1,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,6,1,0,0
553554,41,0,0,4,1,0,0,1,3,1,3,999,0,0,1.4,94.465,-41.8,4.865,5228.1,6,0,1,0
652993,37,2,1,5,0,1,0,0,1,1,1,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,4,0,0,1
622326,60,8,0,1,0,2,2,1,2,4,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,2,0,1,0
420082,37,6,0,4,0,0,0,1,2,1,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,6,0,1,1
136720,33,0,1,6,0,1,1,0,5,1,4,999,0,0,1.4,93.444,-36.1,4.963,5228.1,3,0,1,0
157564,57,8,0,3,0,1,0,0,2,1,4,999,1,1,-1.8,92.893,-46.2,1.354,5099.1,6,1,0,0
855215,39,1,0,5,0,1,0,0,2,4,3,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,3,0,0,0
946020,41,2,2,1,0,0,1,0,1,4,2,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,7,0,0,1
909469,37,2,0,1,0,0,0,0,1,5,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,1
879673,30,2,0,2,0,0,0,1,3,2,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,6,0,1,1
758854,30,0,0,6,0,1,1,0,5,2,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1,0,1,0
255599,39,0,0,7,0,1,1,0,8,1,2,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0
865972,48,6,0,7,0,0,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,5,0,1,1
441182,30,0,1,6,0,1,0,1,2,4,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,4,0,1,0
416462,32,11,1,5,0,0,0,1,4,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,3,0,1,2
621301,27,6,0,6,0,1,0,0,2,2,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,6,0,0,1
981831,35,2,1,4,0,1,0,0,2,2,1,999,1,1,-1.8,92.893,-46.2,1.344,5099.1,4,0,0,1
660981,31,7,0,6,0,1,1,0,8,1,1,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,7,0,1,0
680698,37,6,0,5,1,0,0,1,2,4,4,999,0,0,1.1,93.994,-36.4,4.86,5191.0,2,0,1,1
221427,45,1,0,6,0,1,0,0,4,5,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1,0,1,0
442566,36,1,2,6,1,1,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,2,0,1,0
153928,46,2,0,2,0,0,1,1,3,2,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,3,0,1,1
336618,41,9,0,3,0,1,0,0,1,1,1,999,0,0,-1.8,93.075,-47.1,1.466,5099.1,7,0,0,2
861622,36,0,1,4,0,1,0,1,2,4,6,999,0,0,1.1,93.994,-36.4,4.86,5191.0,5,0,1,0
291865,76,10,0,6,0,1,0,0,5,4,2,6,3,2,-1.7,94.027,-38.3,0.899,4991.6,6,1,0,2
487108,62,10,0,1,0,0,0,0,5,1,1,9,2,1,-1.7,94.027,-38.3,0.898,4991.6,0,1,0,2
238280,45,6,0,4,1,0,0,1,2,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,1
323285,29,2,0,2,0,1,0,0,2,4,6,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,1
228850,34,2,0,3,0,1,1,0,4,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1,0,1,1
440471,35,1,0,5,0,1,0,0,5,2,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,6,0,1,0
490684,59,10,0,1,1,0,0,0,4,1,4,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1,2
893539,48,1,0,4,1,1,0,0,5,1,4,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1,0,1,0
836912,36,8,0,6,1,1,1,1,2,1,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,5,0,1,0
862686,38,2,2,7,0,0,0,1,2,4,5,999,0,0,1.1,93.994,-36.4,4.86,5191.0,5,0,1,1
950562,30,0,1,3,0,1,0,1,4,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,3,0,1,0
791995,32,2,0,1,0,0,0,0,2,5,7,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1,0,0,1
248829,27,0,1,4,0,1,0,1,4,1,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,3,0,1,0
124430,41,8,0,6,0,1,0,1,2,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,5,1,1,0
823393,53,0,1,7,1,1,0,0,4,2,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,4,0,1,0
354780,34,2,1,2,0,1,1,1,3,5,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,2,0,1,1
387137,46,3,1,6,0,0,1,0,8,4,8,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,2,0,1,0
562786,53,8,0,6,1,0,1,0,5,4,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,5,0,1,0
231788,30,5,1,5,0,1,0,0,6,2,2,6,1,2,-1.1,94.199,-37.5,0.88,4963.6,6,1,0,2
534471,33,0,0,6,0,1,0,0,2,5,2,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,1,0,0,0
253675,36,0,0,6,0,0,0,0,8,5,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,5,0,1,0
902501,38,2,0,2,0,1,0,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,4,0,1,1
813230,59,0,0,6,0,0,1,0,6,3,1,3,1,2,-1.1,94.199,-37.5,0.886,4963.6,5,1,0,0
230000,37,2,1,5,0,1,0,0,5,3,1,999,0,0,-2.9,92.201,-31.4,0.879,5076.2,4,0,0,1
630871,34,0,1,6,0,1,0,0,0,2,2,999,0,0,-1.8,93.369,-34.8,0.652,5008.7,4,0,0,0
798572,57,10,0,6,0,0,0,0,1,4,1,999,1,1,-1.8,93.075,-47.1,1.365,5099.1,3,0,0,2
808553,45,2,0,3,0,1,0,1,2,1,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,2,0,1,1
438180,44,2,1,4,1,0,0,0,4,1,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,1,1
251524,38,0,1,6,0,1,0,1,3,2,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,3,0,1,0
819804,38,1,0,4,0,1,0,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,7,0,1,0
250892,43,3,0,6,0,0,1,0,2,3,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,2,0,0,0
121081,43,0,1,4,0,1,0,0,2,1,3,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,2,0,0,0
337847,37,0,0,4,1,0,0,0,5,5,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1,0,1,0
509824,31,2,1,1,0,1,0,0,4,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,5,0,1,1
291285,29,0,1,6,0,1,0,0,5,5,4,999,0,0,1.4,93.444,-36.1,4.963,5228.1,6,0,1,0
978994,47,7,1,7,0,1,0,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,2,0,1,0
419630,76,10,0,2,0,0,1,0,5,4,1,999,1,1,-2.9,92.201,-31.4,0.873,5076.2,0,0,0,2
767333,50,3,0,6,1,1,0,1,4,4,1,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,0,1,0
652187,26,1,1,5,0,0,0,1,3,2,1,999,0,0,-1.7,94.055,-39.8,0.761,4991.6,3,0,0,0
820674,29,0,1,6,0,0,0,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1,1,0,0
785570,40,6,2,4,0,1,0,0,4,2,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,6,0,1,1
656834,33,6,1,6,0,0,0,0,7,1,2,999,0,0,-1.1,94.601,-49.5,0.977,4963.6,2,0,0,1
